0.417956481552646,1
0.513796310232814,4
0.550445158831286,3
0.751389309670133,4
0.994028101899894,1
1.17864301694998,4
1.56473247600615,1
1.745304112443,4
1.77243139768513,1
1.7970706921081,4
1.90691215120915,4
2.02135460885935,4
2.03396606084425,1
2.22862359498707,1
2.23295078636374,4
2.41465494066492,1
2.54466502937431,4
2.60569909900417,3
2.65995561280228,4
2.91786877862497,4
3.03317913474547,1
3.04095174887365,4
3.05156891983889,3
3.12561421528184,4
3.334962975678,4
3.34527120869229,1
3.40989974200422,4
3.55184827214759,1
3.59736247126302,4
3.76019570573571,3
3.93416306658585,3
4.04430675171091,3
4.05627916820151,2
4.06464128306593,1
4.08143520061797,4
4.13709996989151,1
4.25701797995598,3
4.30148767774027,1
4.33179186114008,4
4.40893060377112,4
4.47576228938572,4
4.58452522079801,4
4.68553061498053,1
4.69020297346643,4
4.79983665479091,4
4.9469459455861,4
5.03308912460088,2
5.16933591730861,2
5.27939304544038,2
5.4504967715255,3
6.09805567813141,1
6.16413820226192,2
6.61664809788486,3
6.63490483330072,1
6.74883754060026,1
6.75971491822122,2
6.82899966916838,2
6.84002972212773,1
6.99530665680666,1
7.04864360615806,2
7.08566616459984,1
7.11864912145051,2
7.34807473927079,1
7.5960655767457,1
7.83055726561124,1
7.91898897370708,1
8.00022394875282,2
8.10726021775715,2
8.15890470430853,2
8.20214734494287,4
8.33134725116981,4
8.35889150012373,2
8.38606752182123,3
8.49437676301146,1
8.70250504352983,2
8.79867874950431,2
8.8530785369385,3
8.88844664759209,1
8.92011965864046,4
8.94050683831589,2
9.05050913519157,1
9.10198405463939,2
9.3591981257902,2
9.40895334255593,2
9.45116598615334,2
9.45353614921108,3
9.48330334943282,1
9.66363999646166,3
9.66810705529898,2
9.68767580069539,4
9.69148822066782,1
9.77053480625547,1
9.77708556885005,2
9.89337538476285,1
9.92488841042186,2
9.98023530098378,2
10.0265979620682,2
10.060367438187,1
10.0724191942162,2
10.090227714094,4
10.1664695841554,4
10.1995354356681,2
10.2069421475374,3
10.2614425903192,2
10.2770597579111,4
10.291513448007,1
10.3561256729309,4
10.4014760608323,2
10.4845493721122,4
10.5472212898346,4
10.5796159012164,3
10.6395554278531,2
10.6440784519498,1
10.7234124925799,2
10.7790611231285,4
10.8161665847361,1
10.8242214394594,2
10.8750057902418,1
11.0822509556496,1
11.2560772474996,1
11.3105161032259,2
11.3949688592954,2
11.4405680423284,1
11.4891488489578,4
11.5474272513142,1
11.585911058838,2
11.6136303602844,3
11.7401675943199,1
11.8151221960008,2
11.8803482698827,1
11.9053160800406,2
12.066082097007,3
12.1050475951419,4
12.1164903524853,2
